49 50 58 
49 50 58 
49 50 58 
49 50 58 
49 50 58 
49 50 58 
48.9999 50 58.0001 
48.9999 50 58.0001 
48.9999 50 58.0001 
48.9999 50 58.0001 
48.9999 50 58.0001 
48.9999 50 58.0002 
48.9998 50 58.0002 
48.9998 50 58.0002 
48.9998 50 58.0002 
48.9998 50 58.0003 
48.9997 50 58.0003 
48.9997 50 58.0004 
48.9997 50 58.0004 
48.9996 50 58.0004 
48.9996 50 58.0005 
48.9995 50 58.0005 
48.9995 50 58.0006 
48.9995 50 58.0006 
48.9994 50.0001 58.0007 
48.9994 50.0001 58.0007 
48.9993 50.0001 58.0008 
48.9993 50.0001 58.0008 
48.9992 50.0001 58.0009 
48.9991 50.0001 58.001 
48.9991 50.0001 58.001 
48.999 50.0001 58.0011 
48.999 50.0001 58.0012 
48.9989 50.0001 58.0012 
48.9988 50.0001 58.0013 
48.9988 50.0001 58.0014 
48.9987 50.0001 58.0014 
48.9986 50.0001 58.0015 
48.9986 50.0001 58.0016 
48.9985 50.0001 58.0017 
48.9984 50.0001 58.0018 
48.9983 50.0001 58.0019 
48.9983 50.0002 58.002 
48.9982 50.0002 58.002 
48.9981 50.0002 58.0021 
48.998 50.0002 58.0022 
48.9979 50.0002 58.0023 
48.9978 50.0002 58.0024 
48.9978 50.0002 58.0025 
48.9977 50.0002 58.0026 
48.9976 50.0002 58.0027 
48.9975 50.0002 58.0028 
48.9974 50.0002 58.003 
48.9973 50.0002 58.0031 
48.9972 50.0002 58.0032 
48.9971 50.0003 58.0033 
48.997 50.0003 58.0034 
48.9969 50.0003 58.0035 
48.9968 50.0003 58.0036 
48.9967 50.0003 58.0038 
48.9965 50.0003 58.0039 
48.9964 50.0003 58.004 
48.9963 50.0003 58.0042 
48.9962 50.0003 58.0043 
48.9961 50.0003 58.0044 
48.996 50.0004 58.0046 
48.9958 50.0004 58.0047 
48.9957 50.0004 58.0048 
48.9956 50.0004 58.005 
48.9955 50.0004 58.0051 
48.9953 50.0004 58.0053 
48.9952 50.0004 58.0054 
48.9951 50.0004 58.0056 
48.9949 50.0004 58.0057 
48.9948 50.0005 58.0059 
48.9947 50.0005 58.006 
48.9945 50.0005 58.0062 
48.9944 50.0005 58.0064 
48.9942 50.0005 58.0065 
48.9941 50.0005 58.0067 
48.9939 50.0005 58.0069 
48.9938 50.0005 58.007 
48.9936 50.0006 58.0072 
48.9935 50.0006 58.0074 
48.9933 50.0006 58.0075 
48.9932 50.0006 58.0077 
48.993 50.0006 58.0079 
48.9928 50.0006 58.0081 
48.9927 50.0006 58.0083 
48.9925 50.0007 58.0084 
48.9923 50.0007 58.0086 
48.9922 50.0007 58.0088 
48.992 50.0007 58.009 
48.9918 50.0007 58.0092 
48.9917 50.0007 58.0094 
48.9915 50.0007 58.0096 
48.9913 50.0008 58.0098 
48.9911 50.0008 58.01 
48.9909 50.0008 58.0102 
48.9908 50.0008 58.0104 
48.9906 50.0008 58.0106 
48.9904 50.0008 58.0108 
48.9902 50.0009 58.0111 
48.99 50.0009 58.0113 
48.9898 50.0009 58.0115 
48.9896 50.0009 58.0117 
48.9894 50.0009 58.0119 
48.9892 50.0009 58.0121 
48.989 50.001 58.0124 
48.9888 50.001 58.0126 
48.9886 50.001 58.0128 
48.9884 50.001 58.0131 
48.9882 50.001 58.0133 
48.988 50.001 58.0135 
48.9878 50.0011 58.0138 
48.9876 50.0011 58.014 
48.9874 50.0011 58.0143 
48.9872 50.0011 58.0145 
48.9869 50.0011 58.0147 
48.9867 50.0012 58.015 
48.9865 50.0012 58.0152 
48.9863 50.0012 58.0155 
48.9861 50.0012 58.0157 
48.9858 50.0012 58.016 
48.9856 50.0013 58.0163 
48.9854 50.0013 58.0165 
48.9851 50.0013 58.0168 
48.9849 50.0013 58.017 
48.9847 50.0013 58.0173 
48.9844 50.0014 58.0176 
48.9842 50.0014 58.0179 
48.9839 50.0014 58.0181 
48.9837 50.0014 58.0184 
48.9835 50.0014 58.0187 
48.9832 50.0015 58.019 
48.983 50.0015 58.0192 
48.9827 50.0015 58.0195 
48.9825 50.0015 58.0198 
48.9822 50.0016 58.0201 
48.982 50.0016 58.0204 
48.9817 50.0016 58.0207 
48.9814 50.0016 58.021 
48.9812 50.0016 58.0213 
48.9809 50.0017 58.0216 
48.9806 50.0017 58.0219 
48.9804 50.0017 58.0222 
48.9801 50.0017 58.0225 
48.9798 50.0018 58.0228 
48.9796 50.0018 58.0231 
48.9793 50.0018 58.0234 
48.979 50.0018 58.0237 
48.9787 50.0019 58.024 
48.9785 50.0019 58.0243 
48.9782 50.0019 58.0247 
48.9779 50.0019 58.025 
48.9776 50.002 58.0253 
48.9773 50.002 58.0256 
48.977 50.002 58.026 
48.9767 50.002 58.0263 
48.9764 50.0021 58.0266 
48.9762 50.0021 58.0269 
48.9759 50.0021 58.0273 
48.9756 50.0021 58.0276 
48.9753 50.0022 58.028 
48.975 50.0022 58.0283 
48.9747 50.0022 58.0286 
48.9743 50.0022 58.029 
48.974 50.0023 58.0293 
48.9737 50.0023 58.0297 
48.9734 50.0023 58.03 
48.9731 50.0023 58.0304 
48.9728 50.0024 58.0307 
48.9725 50.0024 58.0311 
48.9722 50.0024 58.0315 
48.9718 50.0025 58.0318 
48.9715 50.0025 58.0322 
48.9712 50.0025 58.0326 
48.9709 50.0025 58.0329 
48.9705 50.0026 58.0333 
48.9702 50.0026 58.0337 
48.9699 50.0026 58.034 
48.9695 50.0027 58.0344 
48.9692 50.0027 58.0348 
48.9689 50.0027 58.0352 
48.9685 50.0027 58.0356 
48.9682 50.0028 58.0359 
48.9679 50.0028 58.0363 
48.9675 50.0028 58.0367 
48.9672 50.0029 58.0371 
48.9668 50.0029 58.0375 
48.9665 50.0029 58.0379 
48.9661 50.003 58.0383 
48.9658 50.003 58.0387 
